backend,id,kind,case,status,rotation_energy_error_eV,rotation_force_max_eV_A,translation_energy_error_eV,translation_force_max_eV_A,permutation_energy_error_eV,permutation_force_max_eV_A,reference_force_scale_eV_A,pair,distance_A,reference,energy_eV,radial_force_eV_A,net_force_eV_A,fd_steps_A,fd_force_errors_eV_A
deepmd,pair:C-C:1.5,pair,,ok,,,,,,,,C-C,1.5,"none; qualitative diagnostic, not chemical accuracy",-8.4846830368042,-6.427725791931152,0.0,"[0.001, 0.0005]","[0.0005159378051757812, 3.910064697265625e-05]"
deepmd,pair:C-C:2,pair,,ok,,,,,,,,C-C,2.0,"none; qualitative diagnostic, not chemical accuracy",-5.520838737487793,-4.360326290130615,0.0,,
deepmd,pair:C-C:2.5,pair,,ok,,,,,,,,C-C,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.9660720825195312,-1.9392200708389282,0.0,,
deepmd,pair:C-C:3,pair,,ok,,,,,,,,C-C,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.388827323913574,-0.6851815581321716,0.0,"[0.001, 0.0005]","[0.0005102753639221191, 0.0014639496803283691]"
deepmd,pair:C-C:4,pair,,ok,,,,,,,,C-C,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.9784011840820312,-0.2728264331817627,0.0,,
deepmd,pair:C-C:6,pair,,ok,,,,,,,,C-C,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.9620819091796875,-3.7340185372158885e-05,0.0,,
deepmd,pair:C-F:0.5,pair,,ok,,,,,,,,C-F,0.5,"none; qualitative diagnostic, not chemical accuracy",47.38242816925049,-66.0194091796875,0.0,,
deepmd,pair:C-F:0.65,pair,,ok,,,,,,,,C-F,0.65,"none; qualitative diagnostic, not chemical accuracy",33.308682441711426,136.3520965576172,0.0,,
deepmd,pair:C-F:0.8,pair,,ok,,,,,,,,C-F,0.8,"none; qualitative diagnostic, not chemical accuracy",11.380040168762207,147.59654235839844,0.0,"[0.001, 0.0005]","[0.013057708740234375, 0.00113677978515625]"
deepmd,pair:C-F:1,pair,,ok,,,,,,,,C-F,1.0,"none; qualitative diagnostic, not chemical accuracy",-4.815257549285889,35.056114196777344,0.0,,
deepmd,pair:C-F:1.2,pair,,ok,,,,,,,,C-F,1.2,"none; qualitative diagnostic, not chemical accuracy",-8.117233455181122,4.768148422241211,0.0,,
deepmd,pair:C-F:1.5,pair,,ok,,,,,,,,C-F,1.5,"none; qualitative diagnostic, not chemical accuracy",-7.739785522222519,-4.3902459144592285,0.0,"[0.001, 0.0005]","[0.0002148151397705078, 0.00012540817260742188]"
deepmd,pair:C-F:2,pair,,ok,,,,,,,,C-F,2.0,"none; qualitative diagnostic, not chemical accuracy",-5.4612343311309814,-3.8942127227783203,0.0,,
deepmd,pair:C-F:2.5,pair,,ok,,,,,,,,C-F,2.5,"none; qualitative diagnostic, not chemical accuracy",-4.0600810050964355,-1.896203875541687,0.0,,
deepmd,pair:C-F:3,pair,,ok,,,,,,,,C-F,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.3431413173675537,-1.0299925804138184,0.0,"[0.001, 0.0005]","[0.0005717277526855469, 0.00021409988403320312]"
deepmd,pair:C-F:4,pair,,ok,,,,,,,,C-F,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.937812328338623,-0.01679680123925209,0.0,,
deepmd,pair:C-F:6,pair,,ok,,,,,,,,C-F,6.0,"none; qualitative diagnostic, not chemical accuracy",-3.4410183429718018,1.3867004327039467e-06,0.0,,
deepmd,pair:C-O:0.5,pair,,ok,,,,,,,,C-O,0.5,"none; qualitative diagnostic, not chemical accuracy",40.289949893951416,-125.65701293945312,0.0,,
deepmd,pair:C-O:0.65,pair,,ok,,,,,,,,C-O,0.65,"none; qualitative diagnostic, not chemical accuracy",28.13501214981079,199.98500061035156,0.0,,
deepmd,pair:C-O:0.8,pair,,ok,,,,,,,,C-O,0.8,"none; qualitative diagnostic, not chemical accuracy",2.792069911956787,156.58241271972656,0.0,"[0.001, 0.0005]","[0.005779266357421875, 0.00148773193359375]"
deepmd,pair:C-O:1,pair,,ok,,,,,,,,C-O,1.0,"none; qualitative diagnostic, not chemical accuracy",-12.937849521636963,27.74228858947754,0.0,,
deepmd,pair:C-O:1.2,pair,,ok,,,,,,,,C-O,1.2,"none; qualitative diagnostic, not chemical accuracy",-14.503024756908417,-5.0723795890808105,0.0,,
deepmd,pair:C-O:1.5,pair,,ok,,,,,,,,C-O,1.5,"none; qualitative diagnostic, not chemical accuracy",-11.34046483039856,-12.482754707336426,0.0,"[0.001, 0.0005]","[0.0006632804870605469, 0.000946044921875]"
deepmd,pair:C-O:2,pair,,ok,,,,,,,,C-O,2.0,"none; qualitative diagnostic, not chemical accuracy",-6.233930349349976,-7.261600971221924,0.0,,
deepmd,pair:C-O:2.5,pair,,ok,,,,,,,,C-O,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.856320858001709,-2.6193501949310303,0.0,,
deepmd,pair:C-O:3,pair,,ok,,,,,,,,C-O,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.1203794479370117,-0.7655423283576965,0.0,"[0.001, 0.0005]","[0.0006955265998840332, 0.0002186894416809082]"
deepmd,pair:C-O:4,pair,,ok,,,,,,,,C-O,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.8261165618896484,-0.0381445586681366,0.0,,
deepmd,pair:C-O:6,pair,,ok,,,,,,,,C-O,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.8823676109313965,-3.662121162051335e-05,0.0,,
deepmd,pair:C-Si:0.5,pair,,ok,,,,,,,,C-Si,0.5,"none; qualitative diagnostic, not chemical accuracy",36.10166025161743,-142.8339080810547,0.0,,
deepmd,pair:C-Si:0.65,pair,,ok,,,,,,,,C-Si,0.65,"none; qualitative diagnostic, not chemical accuracy",47.77914476394653,-1.3073999881744385,0.0,,
deepmd,pair:C-Si:0.8,pair,,ok,,,,,,,,C-Si,0.8,"none; qualitative diagnostic, not chemical accuracy",38.89682054519653,118.01915740966797,0.0,"[0.001, 0.0005]","[0.006622314453125, 5.340576171875e-05]"
deepmd,pair:C-Si:1,pair,,ok,,,,,,,,C-Si,1.0,"none; qualitative diagnostic, not chemical accuracy",16.43419885635376,118.3058090209961,0.0,,
deepmd,pair:C-Si:1.2,pair,,ok,,,,,,,,C-Si,1.2,"none; qualitative diagnostic, not chemical accuracy",1.60028076171875,49.30035400390625,0.0,,
deepmd,pair:C-Si:1.5,pair,,ok,,,,,,,,C-Si,1.5,"none; qualitative diagnostic, not chemical accuracy",-6.075216293334961,9.106019020080566,0.0,"[0.001, 0.0005]","[0.0002593994140625, 0.0008134841918945312]"
deepmd,pair:C-Si:2,pair,,ok,,,,,,,,C-Si,2.0,"none; qualitative diagnostic, not chemical accuracy",-6.403646945953369,-2.9243381023406982,0.0,,
deepmd,pair:C-Si:2.5,pair,,ok,,,,,,,,C-Si,2.5,"none; qualitative diagnostic, not chemical accuracy",-4.802629470825195,-2.886530637741089,0.0,,
deepmd,pair:C-Si:3,pair,,ok,,,,,,,,C-Si,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.7739744186401367,-1.2384599447250366,0.0,"[0.001, 0.0005]","[0.0001245737075805664, 0.0005906820297241211]"
deepmd,pair:C-Si:4,pair,,ok,,,,,,,,C-Si,4.0,"none; qualitative diagnostic, not chemical accuracy",-3.0579006671905518,-0.5333231687545776,0.0,,
deepmd,pair:C-Si:6,pair,,ok,,,,,,,,C-Si,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.735302686691284,-6.978811870794743e-05,0.0,,
deepmd,pair:F-F:0.5,pair,,ok,,,,,,,,F-F,0.5,"none; qualitative diagnostic, not chemical accuracy",41.20265769958496,-75.0140609741211,0.0,,
deepmd,pair:F-F:0.65,pair,,ok,,,,,,,,F-F,0.65,"none; qualitative diagnostic, not chemical accuracy",40.37087059020996,100.61479949951172,0.0,,
deepmd,pair:F-F:0.8,pair,,ok,,,,,,,,F-F,0.8,"none; qualitative diagnostic, not chemical accuracy",27.452871322631836,155.55599975585938,0.0,"[0.001, 0.0005]","[0.0016326904296875, 0.000274658203125]"
deepmd,pair:F-F:1,pair,,ok,,,,,,,,F-F,1.0,"none; qualitative diagnostic, not chemical accuracy",5.357150077819824,71.49654388427734,0.0,,
deepmd,pair:F-F:1.2,pair,,ok,,,,,,,,F-F,1.2,"none; qualitative diagnostic, not chemical accuracy",-2.468092918395996,17.192840576171875,0.0,,
deepmd,pair:F-F:1.5,pair,,ok,,,,,,,,F-F,1.5,"none; qualitative diagnostic, not chemical accuracy",-3.922469139099121,-0.13496087491512299,0.0,"[0.001, 0.0005]","[0.00025437772274017334, 1.595914363861084e-05]"
deepmd,pair:F-F:2,pair,,ok,,,,,,,,F-F,2.0,"none; qualitative diagnostic, not chemical accuracy",-3.869826316833496,-0.003140475135296583,0.0,,
deepmd,pair:F-F:2.5,pair,,ok,,,,,,,,F-F,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.6653213500976562,-0.7274712920188904,0.0,,
deepmd,pair:F-F:3,pair,,ok,,,,,,,,F-F,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.2616772651672363,-0.7774145603179932,0.0,"[0.001, 0.0005]","[0.0005452632904052734, 0.0007836818695068359]"
deepmd,pair:F-F:4,pair,,ok,,,,,,,,F-F,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.9491143226623535,0.09521772712469101,0.0,,
deepmd,pair:F-F:6,pair,,ok,,,,,,,,F-F,6.0,"none; qualitative diagnostic, not chemical accuracy",-3.919954776763916,6.854806997580454e-05,0.0,,
deepmd,pair:F-O:0.5,pair,,ok,,,,,,,,F-O,0.5,"none; qualitative diagnostic, not chemical accuracy",40.3868613243103,-181.28382873535156,0.0,,
deepmd,pair:F-O:0.65,pair,,ok,,,,,,,,F-O,0.65,"none; qualitative diagnostic, not chemical accuracy",37.171483516693115,93.93000030517578,0.0,,
deepmd,pair:F-O:0.8,pair,,ok,,,,,,,,F-O,0.8,"none; qualitative diagnostic, not chemical accuracy",20.05192518234253,131.87286376953125,0.0,"[0.001, 0.0005]","[0.008373260498046875, 0.0031280517578125]"
deepmd,pair:F-O:1,pair,,ok,,,,,,,,F-O,1.0,"none; qualitative diagnostic, not chemical accuracy",0.9803423881530762,54.403141021728516,0.0,,
deepmd,pair:F-O:1.2,pair,,ok,,,,,,,,F-O,1.2,"none; qualitative diagnostic, not chemical accuracy",-4.733203172683716,11.745211601257324,0.0,,
deepmd,pair:F-O:1.5,pair,,ok,,,,,,,,F-O,1.5,"none; qualitative diagnostic, not chemical accuracy",-5.528889179229736,-2.6127376556396484,0.0,"[0.001, 0.0005]","[2.765655517578125e-05, 0.000385284423828125]"
deepmd,pair:F-O:2,pair,,ok,,,,,,,,F-O,2.0,"none; qualitative diagnostic, not chemical accuracy",-3.9586195945739746,-1.8260676860809326,0.0,,
deepmd,pair:F-O:2.5,pair,,ok,,,,,,,,F-O,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.4616785049438477,-0.5955936312675476,0.0,,
deepmd,pair:F-O:3,pair,,ok,,,,,,,,F-O,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.170321464538574,-0.5475647449493408,0.0,"[0.001, 0.0005]","[0.0001556873321533203, 0.0001556873321533203]"
deepmd,pair:F-O:4,pair,,ok,,,,,,,,F-O,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.9080004692077637,-0.023084789514541626,0.0,,
deepmd,pair:F-O:6,pair,,ok,,,,,,,,F-O,6.0,"none; qualitative diagnostic, not chemical accuracy",-3.361304759979248,2.1430823835544288e-05,0.0,,
deepmd,pair:F-Si:0.5,pair,,ok,,,,,,,,F-Si,0.5,"none; qualitative diagnostic, not chemical accuracy",42.76018285751343,-146.23912048339844,0.0,,
deepmd,pair:F-Si:0.65,pair,,ok,,,,,,,,F-Si,0.65,"none; qualitative diagnostic, not chemical accuracy",47.88780736923218,-9.361811637878418,0.0,,
deepmd,pair:F-Si:0.8,pair,,ok,,,,,,,,F-Si,0.8,"none; qualitative diagnostic, not chemical accuracy",41.37184476852417,100.12054443359375,0.0,"[0.001, 0.0005]","[0.00667572021484375, 0.0019073486328125]"
deepmd,pair:F-Si:1,pair,,ok,,,,,,,,F-Si,1.0,"none; qualitative diagnostic, not chemical accuracy",12.432749271392822,118.33489990234375,0.0,,
deepmd,pair:F-Si:1.2,pair,,ok,,,,,,,,F-Si,1.2,"none; qualitative diagnostic, not chemical accuracy",-2.2270493507385254,40.039024353027344,0.0,,
deepmd,pair:F-Si:1.5,pair,,ok,,,,,,,,F-Si,1.5,"none; qualitative diagnostic, not chemical accuracy",-7.927029013633728,5.119199752807617,0.0,"[0.001, 0.0005]","[0.0005114078521728516, 0.001068115234375]"
deepmd,pair:F-Si:2,pair,,ok,,,,,,,,F-Si,2.0,"none; qualitative diagnostic, not chemical accuracy",-7.177215285599232,-4.024040222167969,0.0,,
deepmd,pair:F-Si:2.5,pair,,ok,,,,,,,,F-Si,2.5,"none; qualitative diagnostic, not chemical accuracy",-5.318625211715698,-3.0870587825775146,0.0,,
deepmd,pair:F-Si:3,pair,,ok,,,,,,,,F-Si,3.0,"none; qualitative diagnostic, not chemical accuracy",-4.136698961257935,-1.7400659322738647,0.0,"[0.001, 0.0005]","[8.71419906616211e-05, 8.71419906616211e-05]"
deepmd,pair:F-Si:4,pair,,ok,,,,,,,,F-Si,4.0,"none; qualitative diagnostic, not chemical accuracy",-3.2064220905303955,-0.45291006565093994,0.0,,
deepmd,pair:F-Si:6,pair,,ok,,,,,,,,F-Si,6.0,"none; qualitative diagnostic, not chemical accuracy",-3.2142393589019775,-6.697581557091326e-05,0.0,,
deepmd,pair:O-O:0.5,pair,,ok,,,,,,,,O-O,0.5,"none; qualitative diagnostic, not chemical accuracy",41.472161293029785,-120.68543243408203,0.0,,
deepmd,pair:O-O:0.65,pair,,ok,,,,,,,,O-O,0.65,"none; qualitative diagnostic, not chemical accuracy",29.280068397521973,65.14996337890625,0.0,,
deepmd,pair:O-O:0.8,pair,,ok,,,,,,,,O-O,0.8,"none; qualitative diagnostic, not chemical accuracy",12.066130638122559,146.342529296875,0.0,"[0.001, 0.0005]","[0.04793548583984375, 0.0126495361328125]"
deepmd,pair:O-O:1,pair,,ok,,,,,,,,O-O,1.0,"none; qualitative diagnostic, not chemical accuracy",-5.942252159118652,40.80497360229492,0.0,,
deepmd,pair:O-O:1.2,pair,,ok,,,,,,,,O-O,1.2,"none; qualitative diagnostic, not chemical accuracy",-9.448993682861328,2.694223403930664,0.0,,
deepmd,pair:O-O:1.5,pair,,ok,,,,,,,,O-O,1.5,"none; qualitative diagnostic, not chemical accuracy",-8.07990837097168,-7.8608880043029785,0.0,"[0.001, 0.0005]","[0.0002493858337402344, 0.0011811256408691406]"
deepmd,pair:O-O:2,pair,,ok,,,,,,,,O-O,2.0,"none; qualitative diagnostic, not chemical accuracy",-4.505474090576172,-5.0333404541015625,0.0,,
deepmd,pair:O-O:2.5,pair,,ok,,,,,,,,O-O,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.276616096496582,-0.8292727470397949,0.0,,
deepmd,pair:O-O:3,pair,,ok,,,,,,,,O-O,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.024221420288086,-0.36371463537216187,0.0,"[0.001, 0.0005]","[0.0005889534950256348, 0.0005889534950256348]"
deepmd,pair:O-O:4,pair,,ok,,,,,,,,O-O,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.795970916748047,-0.05657465383410454,0.0,,
deepmd,pair:O-O:6,pair,,ok,,,,,,,,O-O,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.8026533126831055,-1.746128145896364e-05,0.0,,
deepmd,pair:O-Si:0.5,pair,,ok,,,,,,,,O-Si,0.5,"none; qualitative diagnostic, not chemical accuracy",43.578471183776855,-34.55144500732422,0.0,,
deepmd,pair:O-Si:0.65,pair,,ok,,,,,,,,O-Si,0.65,"none; qualitative diagnostic, not chemical accuracy",48.03739833831787,9.227042198181152,0.0,,
deepmd,pair:O-Si:0.8,pair,,ok,,,,,,,,O-Si,0.8,"none; qualitative diagnostic, not chemical accuracy",38.81735897064209,152.2969207763672,0.0,"[0.001, 0.0005]","[0.04186248779296875, 0.0103912353515625]"
deepmd,pair:O-Si:1,pair,,ok,,,,,,,,O-Si,1.0,"none; qualitative diagnostic, not chemical accuracy",9.890227317810059,116.94141387939453,0.0,,
deepmd,pair:O-Si:1.2,pair,,ok,,,,,,,,O-Si,1.2,"none; qualitative diagnostic, not chemical accuracy",-5.617458343505859,43.02162170410156,0.0,,
deepmd,pair:O-Si:1.5,pair,,ok,,,,,,,,O-Si,1.5,"none; qualitative diagnostic, not chemical accuracy",-10.905427247285843,1.7615787982940674,0.0,"[0.001, 0.0005]","[6.628036499023438e-05, 0.00020194053649902344]"
deepmd,pair:O-Si:2,pair,,ok,,,,,,,,O-Si,2.0,"none; qualitative diagnostic, not chemical accuracy",-8.282648801803589,-7.371957302093506,0.0,,
deepmd,pair:O-Si:2.5,pair,,ok,,,,,,,,O-Si,2.5,"none; qualitative diagnostic, not chemical accuracy",-5.192186117172241,-4.612944602966309,0.0,,
deepmd,pair:O-Si:3,pair,,ok,,,,,,,,O-Si,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.7157492637634277,-1.6560602188110352,0.0,"[0.001, 0.0005]","[4.76837158203125e-06, 0.0007200241088867188]"
deepmd,pair:O-Si:4,pair,,ok,,,,,,,,O-Si,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.944772958755493,-0.38441234827041626,0.0,,
deepmd,pair:O-Si:6,pair,,ok,,,,,,,,O-Si,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.655587911605835,-8.752870053285733e-05,0.0,,
deepmd,pair:Si-Si:0.5,pair,,ok,,,,,,,,Si-Si,0.5,"none; qualitative diagnostic, not chemical accuracy",39.20544910430908,-336.1821594238281,0.0,,
deepmd,pair:Si-Si:0.65,pair,,ok,,,,,,,,Si-Si,0.65,"none; qualitative diagnostic, not chemical accuracy",49.27190113067627,-1.7893590927124023,0.0,,
deepmd,pair:Si-Si:0.8,pair,,ok,,,,,,,,Si-Si,0.8,"none; qualitative diagnostic, not chemical accuracy",50.17410755157471,41.20154571533203,0.0,"[0.001, 0.0005]","[0.01807403564453125, 0.00099945068359375]"
deepmd,pair:Si-Si:1,pair,,ok,,,,,,,,Si-Si,1.0,"none; qualitative diagnostic, not chemical accuracy",42.35596942901611,38.17787170410156,0.0,,
deepmd,pair:Si-Si:1.2,pair,,ok,,,,,,,,Si-Si,1.2,"none; qualitative diagnostic, not chemical accuracy",22.654763221740723,117.22154998779297,0.0,,
deepmd,pair:Si-Si:1.5,pair,,ok,,,,,,,,Si-Si,1.5,"none; qualitative diagnostic, not chemical accuracy",2.466416358947754,37.511531829833984,0.0,"[0.001, 0.0005]","[0.0017242431640625, 0.003520965576171875]"
deepmd,pair:Si-Si:2,pair,,ok,,,,,,,,Si-Si,2.0,"none; qualitative diagnostic, not chemical accuracy",-5.1118035316467285,3.2274563312530518,0.0,,
deepmd,pair:Si-Si:2.5,pair,,ok,,,,,,,,Si-Si,2.5,"none; qualitative diagnostic, not chemical accuracy",-5.0118608474731445,-1.9270693063735962,0.0,,
deepmd,pair:Si-Si:3,pair,,ok,,,,,,,,Si-Si,3.0,"none; qualitative diagnostic, not chemical accuracy",-4.009971618652344,-1.669010877609253,0.0,"[0.001, 0.0005]","[0.0003960132598876953, 0.0005576610565185547]"
deepmd,pair:Si-Si:4,pair,,ok,,,,,,,,Si-Si,4.0,"none; qualitative diagnostic, not chemical accuracy",-3.2107114791870117,-0.446635365486145,0.0,,
deepmd,pair:Si-Si:6,pair,,ok,,,,,,,,Si-Si,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.50852108001709,-0.00011271789117017761,0.0,,
