step,time_fs,potential_eV,kinetic_eV,total_eV,carbon_z_A,carbon_vz_A_fs,carbon_min_original_substrate_distance_A,top_clearance_A
1151,287.75,-1125.4062070250511,18.314207794846162,-1107.091999230205,22.378729619024888,0.02067791513547395,1.2053107500053013,76.67367205867232
1152,288.0,-1125.2754957005382,18.183628355480078,-1107.091867345058,22.384004668978868,0.02156017435167327,1.2131205550087114,76.67392639797136
1153,288.25,-1125.1443029493093,18.052559829154134,-1107.0917431201551,22.389509706200723,0.022512746416473623,1.2203729134233137,76.67418075731487
1154,288.5,-1125.014767497778,17.9231512965612,-1107.0916162012168,22.395261042187105,0.023525903589387356,1.2270251371341205,76.67444078250975
1155,288.75,-1124.8889349102974,17.79745548404643,-1107.091479426251,22.401272657995417,0.02459071492244317,1.2330402521098685,76.6747120158245
1156,289.0,-1124.76877053082,17.67741385643968,-1107.0913566743802,22.40755639964833,0.02569895160503003,1.2383865452965697,76.67499987154693
1157,289.25,-1124.6560956537724,17.56483966182687,-1107.0912559919454,22.41412213379793,0.026843012424604854,1.2430371994230498,76.67530961883945
1158,289.5,-1124.5525721758604,17.461400502874728,-1107.0911716729856,22.42097790586063,0.028015880304349275,1.246969922208228,76.67564636552106
1159,289.75,-1124.4596868604422,17.36860282254663,-1107.0910840378956,22.428130073950108,0.02921105901841297,1.2501666322414686,76.67601504956521
1160,290.0,-1124.3787922263145,17.287780580017273,-1107.0910116462974,22.43558343536984,0.03042247140581037,1.2526131629982369,76.67642041888705
1161,290.25,-1124.3110656738281,17.220085153240795,-1107.0909805205874,22.443341309653015,0.0316443556693058,1.2542990702969925,76.67686703329625
1162,290.5,-1124.2573726326227,17.166469860133006,-1107.0909027724897,22.451405613204493,0.032871229434950834,1.2552174615686056,76.67735924542261
1163,290.75,-1124.218545384705,17.12767407502703,-1107.090871309678,22.45977692437049,0.034097795100236944,1.2553648536879791,76.67790120517189
1164,291.0,-1124.1950833648443,17.104209911767445,-1107.090873453077,22.46845451075461,0.0353188447033799,1.2547411185789712,76.67773680327792
1165,291.25,-1124.1872142851353,17.09634913021612,-1107.0908651549191,22.477436346722182,0.03652917890499158,1.2533494620313326,76.67165196530594
1166,291.5,-1124.1949808597565,17.104112471165433,-1107.090868388591,22.486719100207107,0.037723512978699386,1.2511964742071344,76.66579169223347
1167,291.75,-1124.218174636364,17.127261697746437,-1107.0909129386175,22.496298103211533,0.038896416990898644,1.2482922266289074,76.66015255460803
1168,292.0,-1124.2562502771616,17.16529373792829,-1107.0909565392333,22.506167308702558,0.04004223655273753,1.2446504002461927,76.65473009530317
1169,292.25,-1124.3084573298693,17.217439448458226,-1107.091017881411,22.5163192214879,0.04115502444430659,1.2402884798686868,76.6495187793748
1170,292.5,-1124.3737855553627,17.28266427616096,-1107.0911212792018,22.526744820924712,0.042228493455881436,1.2352279827821333,76.64451193334963
1171,292.75,-1124.4508834704757,17.3596721323416,-1107.0912113381341,22.53743346821584,0.04325593829961698,1.229494744229477,76.63970167496943
1172,293.0,-1124.5382252931595,17.446915012813918,-1107.0913102803456,22.54837279007452,0.044230182849092345,1.223119254659187,76.63507882540958
1173,293.25,-1124.6340558677912,17.54260676691642,-1107.0914491008748,22.559548559640387,0.045143529678570715,1.2161369993018096,76.63063281709512
1174,293.5,-1124.7363312393427,17.644742326654452,-1107.0915889126882,22.570944554913805,0.04598772980530068,1.2085888673146006,76.62635158647217
1175,293.75,-1124.8428537845612,17.751123277318896,-1107.0917305072423,22.582542424543036,0.046753953753076956,1.2005215562239029,76.62222147398498
1176,294.0,-1124.951285339892,17.85938865002685,-1107.091896689865,22.594321531790342,0.04743275220000952,1.1919880371692138,76.61822710812024
1177,294.25,-1125.0591265782714,17.967061288041247,-1107.09206529023,22.60625880064304,0.04801412636838581,1.1830480354083766,76.61435129393541
1178,294.5,-1125.1638286188245,18.07161167906942,-1107.092216939755,22.618328594974535,0.04848763357720413,1.173768420311013,76.61057492272283
1179,294.75,-1125.2629425674677,18.170539173708715,-1107.092403393759,22.63050261743164,0.048842601526843846,1.1642235321685004,76.60687689376059
1180,295.0,-1125.3540118411183,18.26146786320797,-1107.0925439779103,22.642749895737957,0.04906841930773073,1.1544952912378752,76.60323410207819
1181,295.25,-1125.4349208697677,18.34225185656279,-1107.0926690132048,22.655036827085507,0.049154817070476566,1.1446731586739327,76.59962147134833
1182,295.5,-1125.5038554891944,18.411093388025684,-1107.0927621011688,22.667327304273194,0.04909227185483077,1.1348538762123168,76.59601204580444
1183,295.75,-1125.5594869479537,18.46666454585099,-1107.0928224021027,22.679582963012923,0.0488724685124746,1.1251408766402669,76.5923771727015
1184,296.0,-1125.6010414361954,18.508219119326608,-1107.0928223168687,22.691763538529433,0.048488765570580766,1.115643398429286,76.5886867690218
1185,296.25,-1125.628491461277,18.535690069539974,-1107.092801391737,22.703827345798214,0.047936738329746494,1.106475256454257,76.58490968046878
1186,296.5,-1125.6424853801727,18.54976002934161,-1107.0927253508312,22.715731907694305,0.0472147547205495,1.097753192142111,76.58101415098749
1187,296.75,-1125.6444790065289,18.551883114104122,-1107.0925958924247,22.72743472315849,0.046324518885194295,1.089594824164445,76.57696839830956
1188,297.0,-1125.6366785615683,18.544244293898196,-1107.0924342676701,22.738894167136902,0.04527151874752832,1.0821162040129155,76.57274128895303
1189,297.25,-1125.621883586049,18.52965025172699,-1107.0922333343221,22.75007048253225,0.04406530764961301,1.0754290832206719,76.56830308274168
1190,297.5,-1125.6033569797873,18.511355487409457,-1107.092001492378,22.760926820961707,0.0427196873746144,1.069638003993145,76.56362621336828
1191,297.75,-1125.5846159532666,18.49282547130714,-1107.0917904819594,22.77143032621956,0.041252787952869255,1.064837218984648,76.55868610139822
1192,298.0,-1125.5690383985639,18.47744279164775,-1107.0915956069161,22.781553214938143,0.03968685026724763,1.0611075694105072,76.5534619655284
1193,298.25,-1125.559648424387,18.468191790818516,-1107.0914566335684,22.79127375135318,0.038047641841619524,1.0585136056635356,76.54793755387635
1194,298.5,-1125.5587259083986,18.46736202596924,-1107.0913638824293,22.800577035858954,0.036363649663312354,1.0571011820325664,76.54210173603408
1195,298.75,-1125.5676397830248,18.476311313003503,-1107.0913284700214,22.80945557618484,0.03466502609527321,1.056895620915728,76.53594893182466
1196,299.0,-1125.5867241621017,18.4953269997293,-1107.0913971623725,22.81790954890659,0.03298239728340411,1.0579007192063312,76.5294793090346
1197,299.25,-1125.615095898509,18.52360198546463,-1107.0914939130444,22.82594677482654,0.03134559648482009,1.0600985459956325,76.52269876554311
1198,299.5,-1125.6510050222278,18.559330851337986,-1107.0916741708897,22.833582347149,0.02978247731832818,1.0634502353752708,76.5156186498379
1199,299.75,-1125.6917879655957,18.599910418927394,-1107.0918775466682,22.840838013485705,0.02831792002762859,1.0678974973000908,76.50825529727217
1200,300.0,-1125.734282873571,18.642218042525826,-1107.092064831045,22.847741307162813,0.026972999715677338,1.073364876569596,76.50062937863088
1201,300.25,-1125.7751978188753,18.68291727708441,-1107.0922805417908,22.854324513343542,0.025764522207828922,1.0797625349822257,76.49276512493579
1202,300.5,-1125.8111996650696,18.71875681043762,-1107.092442854632,22.86062356826673,0.02470482626725968,1.0869892711277769,76.48468950239453
1203,300.75,-1125.8394130915403,18.74682344289952,-1107.0925896486408,22.866676926477172,0.023801919332093153,1.0949356969276192,76.47643136339417
1204,301.0,-1125.8574212789536,18.7647394549419,-1107.0926818240116,22.872524527932775,0.023059742039502295,1.1034871753120037,76.4680206721191
1205,301.25,-1125.8635299652815,18.770797515312953,-1107.0927324499685,22.878206797496922,0.022478545960048522,1.1125267187551795,76.45948775475667
1206,301.5,-1125.8567606955767,18.764020495934854,-1107.0927401996419,22.8837638009128,0.022055401502041765,1.1219374702560565,76.45086266667269
1207,301.75,-1125.8368452340364,18.744157696248713,-1107.0926875377877,22.889234498247944,0.021784736226061894,1.1316049388386304,76.44217463311972
1208,302.0,-1125.8042568564415,18.71162753183171,-1107.0926293246098,22.89465616902583,0.021658926534108634,1.1414187590069327,76.43345161832141
1209,302.25,-1125.7599283903837,18.66742799866539,-1107.0925003917184,22.900063961515,0.021668833486817134,1.1512741069409276,76.42471998712253
1210,302.5,-1125.7054027616978,18.61302030912958,-1107.0923824525682,22.905490585769236,0.021804351221493674,1.1610727049653502,76.41600427462495
1211,302.75,-1125.6424505859613,18.550210406154317,-1107.092240179807,22.910966137125744,0.022054828938283963,1.1707234460048277,76.40732705345083
1212,303.0,-1125.5731160491705,18.48103503243094,-1107.0920810167395,22.916518000238376,0.0224094500593566,1.1801427787012333,76.3987088614947
1213,303.25,-1125.4996068924665,18.40765703768309,-1107.0919498547835,22.922170862155422,0.022857536998468,1.189254765773805,76.3901682118735
1214,303.5,-1125.4240813851357,18.332269244055322,-1107.0918121410803,22.92794676873761,0.023388799947929927,1.1979910001252931,76.38172163543433
1215,303.75,-1125.3486883193254,18.257016177889387,-1107.091672141436,22.933865262129387,0.023993518516414503,1.2062902736873253,76.37338378412922
1216,304.0,-1125.2754811942577,18.183944201323733,-1107.091536992934,22.939943527995815,0.024662610585159755,1.2140982048286089,76.36516754201551
1217,304.25,-1125.2063989937305,18.114965409622343,-1107.0914335841082,22.946196567421968,0.025387665376483976,1.2213667855786332,76.35708415495807
1218,304.5,-1125.1431556940079,18.05183261642076,-1107.091323077587,22.952637360684058,0.026160925986722768,1.2280539395903218,76.34914335434445
1219,304.75,-1125.0873537361622,17.99611995479362,-1107.0912337813686,22.95927703041533,0.026975261463367206,1.2341230802967098,76.34135347998188
1220,305.0,-1125.0403603762388,17.949208185600863,-1107.091152190638,22.966124991415743,0.02782411313993412,1.2395426975215285,76.33372159308428
1221,305.25,-1125.0033746808767,17.91227270944724,-1107.0911019714295,22.973189086985297,0.0287014528968029,1.2442859833129611,76.32625357907446
1222,305.5,-1124.9773446768522,17.886277667866928,-1107.0910670089852,22.980475717864145,0.029601729669953853,1.2483304747365194,76.31895424475853
1223,305.75,-1124.962984830141,17.871975048763804,-1107.0910097813774,22.987989951820275,0.030519810882714365,1.2516577486684477,76.31182740110441
1224,306.0,-1124.9609030336142,17.869909354648954,-1107.090993678965,22.995735623305503,0.03145090617937412,1.2542531493915383,76.30487593846843
1225,306.25,-1124.9714112877846,17.88042322356817,-1107.0909880642164,23.00371540490996,0.032390507152634904,1.2561055928900438,76.29810188059547
1226,306.5,-1124.994641467929,17.903656014430897,-1107.090985453498,23.01193087688182,0.03333433765403695,1.2572073816030098,76.291506437178
1227,306.75,-1125.0305625870824,17.939547904330514,-1107.0910146827518,23.02038257373698,0.03427828025528548,1.2575540878568459,76.28509003887021
1228,307.0,-1125.0789064094424,17.987847257234616,-1107.091059152208,23.029070017009463,0.03521831444469656,1.2571444789263442,76.27885236162594
1229,307.25,-1125.139193199575,18.04810604566428,-1107.0910871539106,23.03799173095933,0.03615045865587467,1.2559804966532615,76.27279233779078
1230,307.5,-1125.2108341529965,18.1196832906636,-1107.091150862333,23.0471452463374,0.03707071933394698,1.2540672775792407,76.26690815788045
1231,307.75,-1125.292974703014,18.201756759968582,-1107.0912179430454,23.056527090626304,0.037975028411074856,1.2514132171397463,76.26119726168331
1232,308.0,-1125.3846219107509,18.293324096312258,-1107.0912978144386,23.06613276054294,0.03885916976881962,1.2480300932903994,76.25565631521634
1233,308.25,-1125.4845779314637,18.393208641431528,-1107.0913692900322,23.075956675510714,0.03971871982927661,1.2439332469876387,76.25028117513429
1234,308.5,-1125.5915290787816,18.50006559602694,-1107.0914634827548,23.085992120457576,0.04054898445529152,1.2391417967980625,76.2450668522929
1235,308.75,-1125.7039629295468,18.61238511181036,-1107.0915778177364,23.09623116773836,0.04134497080463617,1.233678924987571,76.2400074522512
1236,309.0,-1125.8201851174235,18.728495883238555,-1107.091689234185,23.106664605859894,0.04210132707628775,1.2275721574445209,76.23509612158597
1237,309.25,-1125.9383795186877,18.8465637589389,-1107.091815759749,23.117281831276504,0.042812294229145356,1.2208537496175318,76.2303249722243
1238,309.5,-1126.0565725639462,18.96460887382732,-1107.091963690119,23.128070752974466,0.043471764525852455,1.2135610500399165,76.2256850099722
1239,309.75,-1126.172643326223,19.08053546869152,-1107.0921078575313,23.13901771353943,0.044073314802691874,1.2057368572517289,76.22116605398205
1240,310.0,-1126.2843976542354,19.19214299989646,-1107.0922546543388,23.150107410375814,0.04461010473182796,1.1974297777050324,76.2167566592724
1241,310.25,-1126.3895608261228,19.29714939786837,-1107.0924114282543,23.161322765905346,0.04507480342484659,1.1886947001720634,76.21244403302103
1242,310.5,-1126.4858119264245,19.393239810599567,-1107.0925721158249,23.172644812088237,0.04545965099751966,1.179593251326982,76.20821395082125
1243,310.75,-1126.5708586201072,19.478131633971216,-1107.0927269861359,23.184052591404107,0.04575665944255663,1.1701942138912516,76.20405067946749
1244,311.0,-1126.64251614362,19.54965112652258,-1107.0928650170974,23.195523141809517,0.04595783608948563,1.1605737337518065,76.19993693138038
1245,311.25,-1126.6987993195653,19.605796214652884,-1107.0930031049124,23.20703150944885,0.046055166517589834,1.1508153718314311,76.19585387385489
1246,311.5,-1126.7379182502627,19.64482892729328,-1107.0930893229695,23.21855072506831,0.04604076583776728,1.1410101661719223,76.19178117824802
1247,311.75,-1126.758586935699,19.665415904094072,-1107.093171031605,23.230051892367733,0.04590741957430585,1.1312563607430688,76.187697126632
1248,312.0,-1126.7599851563573,19.66680817919638,-1107.093176977161,23.241504434855464,0.045649575876687866,1.1216586554573917,76.18357879909608
1249,312.25,-1126.7420931980014,19.64892722536961,-1107.0931659726318,23.252876680306077,0.045263669786167186,1.1123267345609444,76.179402291114
1250,312.5,-1126.7054631114006,19.61234954755403,-1107.0931135638466,23.264136269748548,0.04474769076417195,1.1033738638203976,76.1751430580257
1251,312.75,-1126.6513304710388,19.558354917276887,-1107.092975553762,23.27525052568816,0.044101543232786276,1.0949154196760966,76.17077631737627
1252,313.0,-1126.5818035900593,19.488964353202732,-1107.0928392368564,23.28618704136494,0.043327756592557845,1.0870667939917147,76.1662775334304
1253,313.25,-1126.4995365142822,19.406883489762016,-1107.0926530245201,23.29691440398444,0.04243184753227345,1.0799408668234292,76.16162296543986
1254,313.5,-1126.4078048840165,19.315384755561762,-1107.0924201284547,23.307402965131075,0.041422547642141955,1.0736452866068924,76.15679025229022
1255,313.75,-1126.3103363141418,19.21813548683196,-1107.0922008273099,23.317625677805513,0.040312001048549165,1.0682794798176816,76.15175903049723
1256,314.0,-1126.2109313830733,19.11894995382037,-1107.0919814292529,23.32755896565535,0.03911569422756722,1.0639315138597594,76.14651156712233
1257,314.25,-1126.113277733326,19.021497050652172,-1107.0917806826737,23.337183524919297,0.03785214582419351,1.0606751121459472,76.14103335343438
1258,314.5,-1126.0206365287304,18.92900150982578,-1107.0916350189045,23.346485038567447,0.036542422282653024,1.058566923392319,76.13531362698672
1259,314.75,-1125.9355188310146,18.84398077396944,-1107.0915380570452,23.355454736060622,0.035209363931247926,1.0576442940884538,76.12934577708612
1260,315.0,-1125.8595397919416,18.768052327481488,-1107.0914874644602,23.364089720533073,0.033876645174953174,1.0579237998989435,76.12312758731935
1261,315.25,-1125.7933674156666,18.701846096094375,-1107.0915213195722,23.3723930586481,0.032567814204015444,1.0594005753169757,76.11666131123795
1262,315.5,-1125.7366505414248,18.64503460226705,-1107.0916159391577,23.38037362763508,0.0313053450702351,1.0620485212016133,76.1099535630847
1263,315.75,-1125.6881902068853,18.59646083687577,-1107.0917293700095,23.38804573118322,0.03010979010872373,1.065821375329322,76.10301503013903
1264,316.0,-1125.6462190002203,18.55434448072429,-1107.091874519496,23.395428522689443,0.028999085333908804,1.0706545325843988,76.09586003783018
1265,316.25,-1125.6085402742028,18.5165385842634,-1107.0920016899395,23.402545273850173,0.027988014217391364,1.07646744567607,76.08850600318422
1266,316.5,-1125.5729515329003,18.480795455231373,-1107.092156077669,23.40942252979814,0.027087960567802778,1.0831665418595737,76.08097280130009
1267,316.75,-1125.5372444912791,18.44500332445472,-1107.0922411668244,23.416089254134075,0.026306881905824746,1.0906482143147316,76.0732821237377
1268,317.0,-1125.4996907487512,18.40737233832233,-1107.0923184104288,23.42257597075105,0.0256494527584591,1.0988019177904607,76.0654568344779
1269,317.25,-1125.4589239284396,18.366558991930944,-1107.0923649365086,23.428913980513304,0.025117339452931202,1.10751303401461,76.0575203821567
1270,317.5,-1125.4141062274575,18.32173122423279,-1107.0923750032248,23.435134640477518,0.024709502859697224,1.1166655695410141,76.04949625960296
1271,317.75,-1125.3649218305945,18.2725694778536,-1107.092352352741,23.441268731943154,0.024422629744510246,1.1261445722973096,76.04140753019679
1272,318.0,-1125.3115390911698,18.219227247701227,-1107.0923118434687,23.44734595534977,0.024251556620929343,1.1358381058133058,76.03327644906385
1273,318.25,-1125.2544994577765,18.162259929553898,-1107.0922395282228,23.45339451025362,0.024189701356878833,1.1456389352066685,76.02512414791772
1274,318.5,-1125.1947087571025,18.10253227040393,-1107.0921764866985,23.459440806028212,0.0242295169972979,1.1554457391619295,76.01697041765192
1275,318.75,-1125.133206628263,18.041126555198787,-1107.0920800730642,23.465509268752268,0.024362846578703457,1.1651639680354169,76.00883356345645
1276,319.0,-1125.07125980407,17.979254095709,-1107.092005708361,23.471622229317564,0.02458127686381734,1.174706396537383,76.00073032068632
1277,319.25,-1125.0100763365626,17.918178667262946,-1107.0918976692997,23.477799907184178,0.024876431162777445,1.1839933058797167,75.992675842521
1278,319.5,-1124.9509846195579,17.859157451280208,-1107.0918271682776,23.484060444898955,0.0252401519787359,1.1929524671122014,75.98468372565793
1279,319.75,-1124.895144186914,17.80339699796901,-1107.091747188945,23.490419983173545,0.025664665022911086,1.2015189576936862,75.9767660668352
1280,320.0,-1124.843704931438,17.752026665209115,-1107.0916782662289,23.49689277741041,0.026142701192869402,1.2096348053685209,75.96893355020039
1281,320.25,-1124.7976927235723,17.706090981598567,-1107.0916017419736,23.50349133376998,0.02666751842857091,1.2172485437793978,75.96119554941586
1282,320.5,-1124.7581001147628,17.666548345116162,-1107.0915517696467,23.510226536624693,0.027232870327288595,1.2243147929404894,75.95356022309554
1283,320.75,-1124.7257502004504,17.634263444444958,-1107.0914867560055,23.517107768933624,0.02783300977095051,1.2307938548177741,75.94603460482305
1284,321.0,-1124.7014386877418,17.609996248997767,-1107.091442438744,23.524143041510168,0.02846267322082109,1.2366512706399873,75.93862469992553
1285,321.25,-1124.6857934370637,17.59439393936079,-1107.091399497703,23.531339105544035,0.029117033747257846,1.2418574292801436,75.93133556978262
1286,321.5,-1124.6793573871255,17.587982007077567,-1107.091375380048,23.538701558383796,0.029791664999968513,1.246387200695589,75.92417141124862
1287,321.75,-1124.6825205907226,17.591155596712415,-1107.09136499401,23.54623493804402,0.03048249694504982,1.2502196029408983,75.91713562726503
1288,322.0,-1124.6955088600516,17.604171361015048,-1107.0913374990366,23.55394280685632,0.031185756566291474,1.2533375110237717,75.91023088992344
1289,322.25,-1124.718478731811,17.627137446994126,-1107.091341284817,23.561827816327167,0.03189792446478536,1.2557274313598095,75.90345918848305
1290,322.5,-1124.7513448223472,17.6600070408672,-1107.09133778148,23.569891769088713,0.032615698883817594,1.257379291017423,75.89682187607683
1291,322.75,-1124.7939288839698,17.702572030068456,-1107.0913568539013,23.578135665769075,0.03333593289922852,1.2582862845258334,75.89031970456358
1292,323.0,-1124.8458346650004,17.754459385460372,-1107.09137527954,23.586559735538327,0.034055593023929624,1.258444776474433,75.88395284730731
1293,323.25,-1124.9065574929118,17.815132335257285,-1107.0914251576546,23.59516346228104,0.03477171315001211,1.2578542344669872,75.8777209189118
1294,323.5,-1124.975363574922,17.883895670472064,-1107.09146790445,23.603945592113334,0.03548134897998465,1.2565172262472932,75.87162298071894
1295,323.75,-1125.0514278635383,17.959907041051046,-1107.0915208224872,23.612904136771032,0.03618152905413158,1.2544394461603632,75.86565754318968
1296,324.0,-1125.1337748095393,18.04218396546454,-1107.0915908440747,23.6220363566404,0.03686920751017672,1.2516298136005604,75.85982255313095
1297,324.25,-1125.2212634757161,18.129609655997545,-1107.0916538197187,23.63133874052612,0.03754123627988214,1.2481006020032321,75.85411537845314
1298,324.5,-1125.312702961266,18.220941882922133,-1107.091761078344,23.640806974780343,0.03819431280611624,1.2438676103655868,75.8485327849643
1299,324.75,-1125.4066526219249,18.314821048803378,-1107.0918315731215,23.65043589692918,0.038824947671537345,1.2389503983286916,75.8430709014346
1300,325.0,-1125.5017101690173,18.40977914511234,-1107.091931023905,23.66021944861611,0.03942943874113498,1.2333725394514279,75.83772518416743
1301,325.25,-1125.5962827280164,18.504244690032547,-1107.092038037984,23.67015061629975,0.040003818291156644,1.2271619286803557,75.83249037243843
1302,325.5,-1125.6886988207698,18.596551459431264,-1107.0921473613384,23.68022135776169,0.0405438367725955,1.2203511532810707,75.827360433274
1303,325.75,-1125.7771991714835,18.6849514534348,-1107.0922477180486,23.690422534686046,0.04104494260671812,1.2129778544230916,75.82232851081426
1304,326.0,-1125.8600123748183,18.76762870694024,-1107.092383667878,23.700743829065047,0.04150226367862072,1.205085160973331,75.81738686373994
1305,326.25,-1125.9352312013507,18.842721986571362,-1107.0925092147793,23.711173666525358,0.041910632786067506,1.1967221032814443,75.812526808045
1306,326.5,-1126.0009691044688,18.908354164881857,-1107.092614939587,23.721699145458082,0.0422645953218227,1.1879440165468644,75.80773866381867
1307,326.75,-1126.0554191693664,18.96266882846276,-1107.0927503409036,23.73230596418627,0.04255841334308828,1.1788129595911643,75.8030117006269
1308,327.0,-1126.0967348441482,19.003885072189448,-1107.0928497719588,23.742978352129626,0.042786144130981384,1.1693981295511655,75.79833408615002
1309,327.25,-1126.1233275160193,19.03036799262942,-1107.09295952339,23.75369903625176,0.0429418004976324,1.159776126265522,75.79369286131002
1310,327.5,-1126.1337380483747,19.040711385417385,-1107.0930266629573,23.76444925237844,0.04301952428045694,1.1500310294976515,75.78907394923475
1311,327.75,-1126.1269212588668,19.03383313230556,-1107.0930881265613,23.77520879839199,0.04301380738474448,1.1402542876341093,75.7844621957947
1312,328.0,-1126.1021817401052,19.00907405389422,-1107.093107686211,23.785956156070814,0.042919745755849954,1.1305443000573179,75.77984146133248
1313,328.25,-1126.059402026236,18.966302401251088,-1107.093099624985,23.796668671269916,0.04273331035034221,1.1210057280581498,75.77519475662419
1314,328.5,-1125.9990462884307,18.90601895851271,-1107.093027329918,23.807322811245985,0.04245168535188932,1.1117484468587684,75.77050443482818
1315,328.75,-1125.922361291945,18.829436866508452,-1107.0929244254364,23.817894513945863,0.04207361210163592,1.1028860519180261,75.76575245267138
1316,329.0,-1125.8312600329518,18.73850407291337,-1107.0927559600384,23.828359617296805,0.041599663359449125,1.0945339568279764,75.7609206921096
1317,329.25,-1125.7284425720572,18.6358764364967,-1107.0925661355604,23.838694345625587,0.0410324957472544,1.0868071828246189,75.75599132478251
1318,329.5,-1125.6171669587493,18.524846126675875,-1107.0923208320735,23.84887586517043,0.04037704832507976,1.0798177630613348,75.7509472281229
1319,329.75,-1125.5012809634209,18.409194965447025,-1107.0920859979738,23.858882869788125,0.03964063340952863,1.073671950213292,75.74577242391842
1320,330.0,-1125.3848051428795,18.292977944979878,-1107.0918271978996,23.868696181875194,0.03883297609836016,1.0684672632023164,75.7404525284847
1321,330.25,-1125.2718566805124,18.180252746121845,-1107.0916039343906,23.878299357837307,0.037966121690849106,1.0642894224274408,75.7349752068013
1322,330.5,-1125.166169166565,18.074777172924687,-1107.0913919936402,23.88767924272062,0.0370541832814762,1.0612094567786492,75.72933058882424
1323,330.75,-1125.0709675848484,17.97970564243996,-1107.0912619424084,23.896826449478045,0.036112923518203,1.0592810634177372,75.72351162928355
1324,331.0,-1124.9885213524103,17.897328364334133,-1107.0911929880763,23.90573570447972,0.0351591845306358,1.0585385540016237,75.71751436694886
1325,331.25,-1124.9200596809387,17.828888160297804,-1107.091171520641,23.914406041743362,0.034210224347127116,1.0589954886852468,75.7113380707008
1326,331.5,-1124.8657451421022,17.77450149343931,-1107.0912436486628,23.922840816653284,0.033283026594656186,1.0606441429958542,75.70498524967381
1327,331.75,-1124.8245690613985,17.733198958922678,-1107.0913701024758,23.93104755504069,0.032393609303954345,1.0634557824962194,75.69846154046363
1328,332.0,-1124.7945951521397,17.703076529066657,-1107.091518623073,23.93903762130526,0.03155640845177431,1.0673818703898768,75.69177545833296
1329,332.25,-1124.773262605071,17.68153129018324,-1107.0917313148877,23.946825759266577,0.03078381690281552,1.0723559431370282,75.68493805296157
1330,332.5,-1124.7574780359864,17.665549013642522,-1107.091929022344,23.95442952975667,0.030085860149855266,1.078296081307558,75.67796248632385
1331,332.75,-1124.7441033944488,17.65200902862041,-1107.0920943658284,23.961868689341504,0.029470043187610588,1.0851077775347928,75.67086356658056
1332,333.0,-1124.7302256450057,17.63795942600499,-1107.0922662190007,23.969164551350474,0.028941390708767462,1.092686969881066,75.66365726882353
1333,333.25,-1124.7132368162274,17.620839352368115,-1107.0923974638592,23.976339384695887,0.02850258881942687,1.1009229950704347,75.65636028392717
1334,333.5,-1124.691104106605,17.598642187948304,-1107.0924619186567,23.983415845760188,0.028154169943145173,1.1097014523333035,75.64898959266003
1335,333.75,-1124.6624843552709,17.570008798653603,-1107.0924755566173,23.99041646966746,0.027894786615833903,1.11890684353954,75.64156208452096
1336,334.0,-1124.6267452016473,17.534258052331722,-1107.0924871493155,23.997363239068104,0.02772151777986469,1.1284248876571972,75.63409423490613
1337,334.25,-1124.5837854668498,17.49135983059324,-1107.0924256362566,24.00427722855739,0.027630177552960645,1.1381444932661187,75.62660183872408
1338,334.5,-1124.5342156216502,17.44186258087084,-1107.0923530407795,24.011178327844583,0.027615645858452234,1.1479593570463473,75.61909980333662
1339,334.75,-1124.479063861072,17.386795660572922,-1107.0922682004991,24.01808505148662,0.027672183129239577,1.1577691403957677,75.61160200653687
1340,335.0,-1124.419698022306,17.32755847903864,-1107.0921395432674,24.025014419409203,0.027793696251667877,1.1674802831838842,75.60412120738229
1341,335.25,-1124.3578143641353,17.265804272545648,-1107.0920100915896,24.031981899612454,0.02797397566427036,1.1770064951395387,75.59666900360654
1342,335.5,-1124.2952275052667,17.203329878005302,-1107.0918976272615,24.039001407241336,0.0282068865438931,1.1862689383847054,75.5892558310667
1343,335.75,-1124.2337647154927,17.14197987007126,-1107.0917848454214,24.0460853428844,0.028486510417225865,1.1951961920358558,75.58189099249212
1344,336.0,-1124.1752244606614,17.083566067173464,-1107.091658393488,24.05324466244995,0.028807250127637362,1.2037240360358359,75.57458270906577
1345,336.25,-1124.1213530823588,17.029801981161622,-1107.0915511011972,24.060488967948217,0.02916389543057511,1.2117950963764064,75.56733818843483
1346,336.5,-1124.0737075731158,16.982257713724675,-1107.091449859391,24.067826610165238,0.029551626122143522,1.2193584189060982,75.56016370126699
1347,336.75,-1124.0336982682347,16.9423271909385,-1107.0913710772961,24.075264781009288,0.02996599469130997,1.2263690813107402,75.55306464940097
1348,337.0,-1124.002524651587,16.91120460355479,-1107.0913200480322,24.082809607510892,0.03040292255842708,1.2327877766742061,75.54604563576493
1349,337.25,-1123.981126718223,16.88987240480045,-1107.0912543134227,24.090466242288503,0.03085868293817547,1.2385803999810296,75.53911053164998
1350,337.5,-1123.9703386053443,16.879092828841337,-1107.091245776503,24.09823894897998,0.03132987520985375,1.2437176577367484,75.53226254077447
1351,337.75,-1123.970604531467,16.879407986020013,-1107.091196545447,24.10613117989343,0.03181339609313631,1.2481746981199702,75.52550425772253
1352,338.0,-1123.9823436811566,16.891146812528977,-1107.0911968686275,24.114145647026547,0.032306401582697396,1.2519307859479685,75.51883772153681
1353,338.25,-1124.005617402494,16.914431729189996,-1107.091185673304,24.12228438068478,0.03280626431032935,1.2549690249980727,75.51226446004681
